Date,,,Sample,Sample ID,Sample Weight [mg],Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,,,,,
11/2/20,306,Colibrick - 1,unknown,,20.464,1.696,1.383,2.531,3.56,2.252,2.262,22.522,1.305,2.5,2.8,0.26,22.522,A,0.033,0.16,Refer,Nitrogen,0,0.026,14.807,1.734,0.0169,0.958,2.249,1.537,0,238,4763,,1.351,,0.001,1,2.887,2.531,3.916,47.684,2.262,2.394,867.7,45.388,97.5,97.2,0.3,867.7,A,0.482,2.35,Refer,Carbon,0,1,1,2.962,0.0253,1.529,4.193,2.236,0,518,10350,2.521,1.635,,0.001,1,,,,,
11/2/20,307,Colibrick - 1,unknown,,24.078,1.703,1.416,2.192,3.202,2.312,2.339,14.659,0.88,1.8,2.1,0.26,14.659,A,0.021,0.09,Refer,Nitrogen,0,0.018,21.408,1.736,0.0155,0.871,1.98,1.473,0,240,4801,,1.267,,0.001,1,2.9,2.537,3.916,43.889,2.315,2.395,793.194,41.552,98.2,97.9,0.3,793.194,A,0.439,1.82,Refer,Carbon,0,1,1,2.971,0.0247,1.483,4.027,2.145,0,527,10540,2.541,1.601,,0.001,1,,,,,
11/2/20,308,Colibrick - 1,unknown,,21.267,1.695,1.409,2.18,3.05,2.285,2.311,12.394,0.756,1.9,2.1,0.26,12.394,A,0.017,0.08,Refer,Nitrogen,0,0.019,20.969,1.726,0.0145,0.845,1.903,1.455,0,243,4855,,1.28,,0.001,1,2.909,2.56,3.752,37.611,2.287,2.359,650.115,35.303,98.1,97.9,0.29,650.115,A,0.358,1.68,Refer,Carbon,0,1,1,2.971,0.0219,1.386,3.681,1.985,0,571,11412,2.641,1.513,,0.001,1,,,,,
11/2/20,309,Colibrick - 1,unknown,,22.392,1.688,1.361,2.521,12.232,2.306,2.434,153.922,9.89,2.4,4.3,0.22,153.922,A,0.233,1.04,Refer,Nitrogen,0,???,???,1.739,0.018,1.264,3.255,1.824,0,326,6523,,1.577,,0.002,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/20,310,Colibrick - 1,duplicate,,22.759,1.691,1.379,2.491,7.315,2.623,2.586,75.414,4.703,2,2.8,0.24,75.414,A,0.113,0.5,Refer,Nitrogen,0,0.021,18.288,1.728,0.0154,0.993,2.359,1.564,0,272,5438,,1.36,,0.002,1,2.688,2.491,4.372,165.553,2.586,2.607,3658.258,162.965,98,97.2,0.36,3658.258,A,2.073,9.11,Refer,Carbon,0,1,1,3.016,0.0022,1.718,4.9,13.382,0,309,6177,1.957,7.378,,0.001,1,,,,,
11/2/20,310,Colibrick - 1,duplicate,,24.445,1.705,1.372,2.539,8.522,2.428,2.479,101.239,6.079,2,3.1,0.24,101.239,A,0.153,0.63,Refer,Nitrogen,0,0.021,18.068,1.754,0.0187,1.183,2.98,1.736,0,271,5412,,1.481,,0.002,1,2.651,2.54,4.9,194.531,2.479,2.799,4864.821,192.037,98,96.9,0.4,4864.821,A,2.761,11.3,Refer,Carbon,0,1,1,3.239,0.0012,1.672,4.726,18.821,0,243,4866,1.732,10.145,,0.001,1,,,,,
11/2/20,Calib\_11_12_2020 6_05_59 PM_021,Colibrick - 1,standard,,1.561,1.657,1.348,2.487,5.912,2.541,2.484,50.507,3.387,2.5,3.2,0.22,50.507,A,0.075,4.82,Refer,Nitrogen,0,0.026,14.503,1.687,0.0124,0.861,1.951,1.466,0,307,6138,,1.287,,0.001,1,2.744,2.487,3.996,105.201,2.484,2.408,1937.933,102.73,97.5,96.8,0.3,1937.933,A,1.092,69.96,Refer,Carbon,0,1,1,2.864,0.0136,1.836,5.353,5.738,0,472,9437,2.466,3.336,,0.001,1,,,,,
11/2/20,Calib\_11_12_2020 6_12_03 PM_022,Colibrick - 1,blank,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.029,2.748,3.529,2.733,2.31,2.315,7.746,0.421,100,100,0.28,7.746,A,N/A,N/A,Error,Carbon,0,1,???,3.074,0.0206,1.034,2.489,1.597,0,630,12607,,1.349,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,5.42,Refer,Nitrogen,0,0.042,17.461,1.837,0.026,1.227,3.129,1.783,0,186,3722,,1.41,,0.001,1,2.988,2.624,3.783,13.167,1.723,1.78,210.683,11.426,96,96.3,0.29,210.683,A,0.109,94.58,Refer,Carbon,0,1,1,3.03,0.0191,0.993,2.358,1.564,0,608,12151,2.413,1.329,,0.001,1,,,,
,,,,,,,,,,,,,,,,,,,,,6.72,Refer,Nitrogen,0,0.041,13.884,1.846,0.0302,1.282,3.315,1.845,0,185,3695,,1.532,,0.001,1,2.985,2.607,3.935,16.727,1.712,1.821,284.35,14.984,96,96.3,0.29,284.35,A,0.151,93.28,Refer,Carbon,0,1,1,3.032,0.0207,1.077,2.628,1.635,0,579,11581,2.373,1.369,,0.001,1,,,,
,,,,,,,,,,,,,,,,,,,,,6.74,Refer,Nitrogen,0,0.043,13.833,1.855,0.0289,1.265,3.257,1.825,0,191,3811,,1.557,,0.001,1,2.987,2.604,3.848,15.496,1.731,1.819,259.917,13.738,95.9,96.2,0.29,259.917,A,0.137,93.26,Refer,Carbon,0,1,1,3.031,0.0203,1.018,2.44,1.585,0,580,11592,2.363,1.34,,0.001,1,,,,
,,,,,,,,,,,,,,,,,,,,,N/A,Error,Nitrogen,0,???,???,1.878,0.025,1.008,2.406,1.576,0,183,3651,,1.321,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,4.91,Refer,Nitrogen,0,0.032,14.438,1.783,0.0215,1.21,3.069,1.764,0,226,4523,,1.506,,0.001,1,2.905,2.437,3.788,40.359,1.754,1.779,684.855,38.596,96.9,97,0.28,684.855,A,0.381,70.9,Refer,Carbon,0,1,1,2.971,0.0213,1.47,3.981,2.122,0,608,12160,2.532,1.571,,0.001,1,,,,
,,,,,,,,,,,,,,,,,,,,,4.92,Refer,Nitrogen,0,0.03,14.464,1.766,0.0183,1.125,2.785,1.678,0,250,5002,,1.443,,0.001,1,2.872,2.548,3.749,58.698,1.747,1.789,1011.23,56.94,97.1,97,0.28,1011.23,A,0.569,71.23,Refer,Carbon,0,1,1,2.959,0.0243,1.686,4.778,2.692,0,588,11769,2.542,1.856,,0.001,1,,,,
,,,,,,,,,,,,,,,,,,,,,4.92,Refer,Nitrogen,0,0.029,14.327,1.762,0.0166,1.083,2.649,1.64,0,269,5387,,1.404,,0.001,1,2.856,2.548,3.912,78.644,1.746,1.797,1394.109,76.887,97.2,96.9,0.29,1394.109,A,0.789,70.48,Refer,Carbon,0,1,1,2.965,0.0254,1.813,5.263,3.612,0,550,10998,2.513,2.299,,0.001,1,,,,
,,,,,,,,,,,,,,,,,,,,,4.9,Refer,Nitrogen,0,0.029,14.338,1.757,0.0158,1.047,2.531,1.609,0,277,5549,,1.394,,0.001,1,2.831,2.54,3.844,87.209,1.759,1.804,1566.634,85.44,97.2,96.8,0.29,1566.634,A,0.889,70.25,Refer,Carbon,0,1,1,2.944,0.0231,1.836,5.353,4.156,0,530,10605,2.469,2.557,,0.001,1,,,,
,,,,,,,,,,,,,,,,,,,,,0.03,Refer,Nitrogen,0,0.042,16.639,1.865,0.0362,1.42,3.799,2.036,0,184,3680,,1.625,,0.001,1,2.988,2.596,3.88,13.486,1.739,1.82,218.007,11.722,96,96.5,0.29,218.007,A,0.113,0.5,Refer,Carbon,0,1,1,3.03,0.0194,0.996,2.369,1.567,0,608,12151,2.392,1.335,,0.001,1,,,,
,,,,,,,,,,,,,,,,,,,,,0.03,Refer,Nitrogen,0,0.041,17.369,1.831,0.0255,1.21,3.071,1.764,0,190,3804,,1.408,,0.001,1,2.983,2.612,3.76,13.813,1.741,1.823,222.603,12.045,96.1,96.3,0.29,222.603,A,0.116,0.55,Refer,Carbon,0,1,1,3.025,0.0193,0.988,2.344,1.561,0,600,11995,2.421,1.324,,0.001,1,,,,
,,,,,,,,,,,,,,,,,,,,,0.03,Refer,Nitrogen,0,0.036,19.058,1.826,0.0232,1.123,2.78,1.677,0,201,4019,,1.414,,0.001,1,2.973,2.597,3.804,15.7,1.758,1.817,253.593,13.924,96.5,96.6,0.28,253.593,A,0.133,0.61,Refer,Carbon,0,1,1,3.016,0.0188,1.015,2.428,1.582,0,619,12376,2.456,1.328,,0.001,1,,,,
,,,,,,,,,,,,,,,,,,,,,0.12,Refer,Nitrogen,0,0.028,16.707,1.804,0.0201,1.083,2.65,1.641,0,234,4671,,1.45,,0.001,1,2.944,2.576,4.024,41.841,1.755,1.908,754.421,40.047,97.3,97.2,0.29,754.421,A,0.421,2.09,Refer,Carbon,0,1,1,3.015,0.024,1.484,4.031,2.147,0,563,11263,2.489,1.595,,0.001,1,,,,
,,,,,,,,,,,,,,,,,,,,,0.04,Refer,Nitrogen,0,0.016,42.642,1.836,0.026,1.217,3.095,1.772,0,215,4299,,1.538,,0.001,1,2.975,2.591,4.304,33.151,1.753,1.812,614.636,31.385,98.4,98.4,0.3,614.636,A,0.341,1.59,Refer,Carbon,0,1,1,3.037,0.0241,1.343,3.529,1.924,0,540,10797,2.408,1.5,,0.001,1,,,,
,,,,,,,,,,,,,,,,,,,,,0.08,Refer,Nitrogen,0,0.027,18.751,1.818,0.0235,1.26,3.242,1.82,0,217,4336,,1.509,,0.001,1,2.963,2.505,4.991,30.933,1.765,1.824,579.948,29.157,97.3,97.2,0.3,579.948,A,0.321,1.57,Refer,Carbon,0,1,1,3.026,0.0248,1.344,3.531,1.925,0,536,10711,2.436,1.512,,0.001,1,,,,
,,,,,,,,,,,,,,,,,,,,,0.07,Refer,Nitrogen,0,0.025,20.205,1.793,0.0188,1.085,2.655,1.642,0,231,4621,,1.402,,0.001,1,2.943,2.577,3.888,37.899,1.773,1.9,670.661,36.09,97.6,97.4,0.29,670.661,A,0.373,1.51,Refer,Carbon,0,1,1,3.008,0.0228,1.426,3.82,2.045,0,573,11461,2.517,1.547,,0.001,1,,,,
,,,,,,,,,,,,,,,,,,,,,0.12,Refer,Nitrogen,0,0.028,16.291,1.798,0.0192,1.063,2.583,1.623,0,239,4790,,1.408,,0.001,1,2.937,2.579,4.339,46.684,1.788,1.929,876.839,44.867,97.3,97,0.3,876.839,A,0.492,1.97,Refer,Carbon,0,1,1,3.018,0.0271,1.571,4.349,2.333,0,531,10622,2.466,1.694,,0.001,1,,,,
,,,,,,,,,,,,,,,,,,,,,0.05,Refer,Nitrogen,0,0.032,18.288,1.834,0.027,1.327,3.473,1.903,0,205,4099,,1.569,,0.001,1,2.976,2.579,4.02,21.486,1.799,1.867,373.771,19.669,96.9,97,0.29,373.771,A,0.202,0.92,Refer,Carbon,0,1,1,3.027,0.0213,1.151,2.874,1.704,0,575,11509,2.446,1.401,,0.001,1,,,,
,,,,,,,,,,,,,,,,,,,,,0.09,Refer,Nitrogen,0,0.018,27.739,1.815,0.0225,1.214,3.084,1.768,0,227,4549,,1.512,,0.001,1,2.939,2.585,4.631,52.836,1.767,1.96,1098.439,51.036,98.3,98,0.33,1098.439,A,0.619,2.55,Refer,Carbon,0,1,1,3.041,0.0352,1.669,4.713,2.625,0,448,8967,2.313,1.877,,0.001,1,,,,
,,,,,,,,,,,,,,,,,,,,,0.06,Refer,Nitrogen,0,0.019,30.401,1.807,0.022,1.206,3.058,1.76,0,226,4515,,1.446,,0.001,1,2.963,2.583,4.104,37.257,1.823,1.959,696.244,35.4,98.2,98,0.3,696.244,A,0.388,1.79,Refer,Carbon,0,1,1,3.032,0.0255,1.429,3.831,2.05,0,531,10616,2.472,1.566,,0.001,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.049,2.716,3.621,2.643,1.783,1.757,16.808,0.87,100,100,0.3,16.808,A,N/A,N/A,Error,Carbon,0,1,???,3.09,0.0214,0.901,2.071,1.494,0,583,11654,,1.284,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,4.71,Refer,Nitrogen,0,0.027,14.996,1.747,0.0141,0.958,2.248,1.537,0,295,5897,,1.337,,0.001,1,2.804,2.499,3.808,97.913,1.761,1.843,1770.74,96.133,97.3,96.9,0.29,1770.74,A,1.006,70.6,Refer,Carbon,0,1,1,2.918,0.0176,1.843,5.381,4.94,0,511,10217,2.447,2.935,,0.001,1,,,,
,,,,,,,,,,,,,,,,,,,,,6.18,Refer,Nitrogen,0,0.026,15.176,1.73,0.0162,0.941,2.195,1.524,0,240,4798,,1.34,,0.001,1,2.951,2.567,4.104,25.709,2.332,2.4,460.24,23.361,97.5,97,0.3,460.24,A,0.249,93.82,Refer,Carbon,0,1,1,3.011,0.0241,1.283,3.319,1.847,0,527,10531,2.649,1.464,,0.001,1,,,,
,,,,,,,,,,,,,,,,,,,,,6.09,Refer,Nitrogen,0,0.026,15.422,1.73,0.0162,0.968,2.281,1.545,0,237,4741,,1.319,,0.001,1,2.944,2.577,3.857,22.953,2.35,2.427,395.585,20.581,97.5,97.1,0.3,395.585,A,0.212,93.91,Refer,Carbon,0,1,1,2.998,0.0222,1.202,3.042,1.755,0,543,10862,2.657,1.418,,0.001,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.985,2.616,3.5,2.711,2.288,2.31,7.879,0.414,100,100,0.3,7.879,A,N/A,N/A,Error,Carbon,0,1,???,3.032,0.0218,1.038,2.503,1.601,0,558,11170,,1.326,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,4.86,Refer,Nitrogen,0,0.026,14.795,1.684,0.0134,0.853,1.926,1.46,0,275,5500,,1.309,,0.001,1,2.853,2.408,4.1,39.17,2.299,2.313,651.85,36.867,97.4,97.1,0.27,651.85,A,0.359,71.87,Refer,Carbon,0,1,1,2.923,0.022,1.515,4.144,2.208,0,604,12074,2.787,1.647,,0.001,1,,,,
,,,,,,,,,,,,,,,,,,,,,4.79,Refer,Nitrogen,0,0.026,14.855,1.673,0.012,0.86,1.948,1.466,0,291,5829,,1.27,,0.001,1,2.812,2.516,3.704,65.233,2.29,2.343,1104.818,62.929,97.5,97,0.28,1104.818,A,0.617,71.16,Refer,Carbon,0,1,1,2.908,0.0248,1.756,5.044,3.053,0,575,11501,2.742,2.037,,0.001,1,,,,
,,,,,,,,,,,,,,,,,,,,,4.85,Refer,Nitrogen,0,0.026,14.636,1.682,0.012,0.844,1.9,1.455,0,298,5965,,1.274,,0.001,1,2.811,2.525,3.695,73.291,2.262,2.349,1258.945,71.008,97.5,97,0.28,1258.945,A,0.705,70.98,Refer,Carbon,0,1,1,2.915,0.0249,1.802,5.221,3.465,0,564,11272,2.71,2.235,,0.001,1,,,,
,,,,,,,,,,,,,,,,,,,,,4.88,Refer,Nitrogen,0,0.026,14.495,1.678,0.0116,0.799,1.765,1.424,0,304,6089,,1.257,,0.001,1,2.775,2.509,3.864,89.597,2.264,2.3,1583.42,87.326,97.5,96.8,0.29,1583.42,A,0.89,70.74,Refer,Carbon,0,1,1,2.888,0.0206,1.841,5.374,4.472,0,519,10380,2.604,2.726,,0.001,1,,,,
,,,,,,,,,,,,,,,,,,,,,0.08,Refer,Nitrogen,0,0.024,16.695,1.721,0.0158,0.992,2.355,1.563,0,242,4837,,1.343,,0.001,1,2.913,2.555,3.86,30.304,2.255,2.356,533.829,28.021,97.7,97.3,0.3,533.829,A,0.291,1.33,Refer,Carbon,0,1,1,2.972,0.0224,1.3,3.377,1.867,0,537,10733,2.637,1.472,,0.001,1,,,,
,,,,,,,,,,,,,,,,,,,,,0.05,Refer,Nitrogen,0,0.02,20.806,1.734,0.0157,0.918,2.124,1.507,0,244,4878,,1.313,,0.001,1,2.927,2.569,3.78,26.879,2.255,2.32,457.311,24.604,98.1,97.8,0.29,457.311,A,0.248,1.09,Refer,Carbon,0,1,1,2.98,0.021,1.224,3.119,1.779,0,572,11442,2.664,1.429,,0.001,1,,,,
,,,,,,,,,,,,,,,,,,,,,0.05,Refer,Nitrogen,0,0.02,20.301,1.719,0.0159,0.964,2.268,1.542,0,236,4730,,1.334,,0.001,1,2.916,2.552,3.879,24.935,2.244,2.316,418.043,22.671,98,97.8,0.29,418.043,A,0.225,1.08,Refer,Carbon,0,1,1,2.97,0.0208,1.24,3.174,1.797,0,579,11572,2.685,1.441,,0.001,1,,,,
,,,,,,,,,,,,,,,,,,,,,0.03,Refer,Nitrogen,0,0.022,20,1.75,0.0165,0.803,1.777,1.427,0,225,4505,,1.279,,0.001,1,2.961,2.595,3.787,16.654,2.252,2.338,274.092,14.375,97.9,97.7,0.3,274.092,A,0.143,0.69,Refer,Carbon,0,1,1,3.007,0.0208,1.041,2.513,1.604,0,554,11090,2.597,1.346,,0.001,1,,,,
,,,,,,,,,,,,,,,,,,,,,0.08,Refer,Nitrogen,0,0.021,18.478,1.729,0.0152,0.851,1.921,1.459,0,241,4813,,1.285,,0.001,1,2.915,2.548,3.828,34.772,2.244,2.369,606.698,32.492,97.9,97.6,0.29,606.698,A,0.333,1.51,Refer,Carbon,0,1,1,2.974,0.0219,1.335,3.501,1.913,0,557,11141,2.624,1.484,,0.001,1,,,,
,,,,,,,,,,,,,,,,,,,,,0.16,Refer,Nitrogen,0,0.026,14.807,1.734,0.0169,0.958,2.249,1.537,0,238,4763,,1.351,,0.001,1,2.887,2.531,3.916,47.684,2.262,2.394,867.7,45.388,97.5,97.2,0.3,867.7,A,0.482,2.35,Refer,Carbon,0,1,1,2.962,0.0253,1.529,4.193,2.236,0,518,10350,2.521,1.635,,0.001,1,,,,
,,,,,,,,,,,,,,,,,,,,,0.09,Refer,Nitrogen,0,0.018,21.408,1.736,0.0155,0.871,1.98,1.473,0,240,4801,,1.267,,0.001,1,2.9,2.537,3.916,43.889,2.315,2.395,793.194,41.552,98.2,97.9,0.3,793.194,A,0.439,1.82,Refer,Carbon,0,1,1,2.971,0.0247,1.483,4.027,2.145,0,527,10540,2.541,1.601,,0.001,1,,,,
